ac08_id,num_cells,total_light1994,total_light_cal1994,max_light1994,total_light1995,total_light_cal1995,max_light1995,total_light1996,total_light_cal1996,max_light1996,total_light1997,total_light_cal1997,max_light1997,total_light1998,total_light_cal1998,max_light1998,total_light1999,total_light_cal1999,max_light1999,total_light2000,total_light_cal2000,max_light2000,total_light2001,total_light_cal2001,max_light2001,total_light2002,total_light_cal2002,max_light2002,total_light2003,total_light_cal2003,max_light2003,total_light2004,total_light_cal2004,max_light2004,total_light2005,total_light_cal2005,max_light2005,total_light2006,total_light_cal2006,max_light2006,total_light2007,total_light_cal2007,max_light2007,total_light2008,total_light_cal2008,max_light2008,total_light2009,total_light_cal2009,max_light2009,total_light2010,total_light_cal2010,max_light2010,total_light2011,total_light_cal2011,max_light2011,total_light2012,total_light_cal2012,max_light2012,total_light2013,total_light_cal2013,max_light2013
"2008-09-333",521,1917.5,2372.5,14.5,2820,3433,22,2744,3415,24,2353.5,3084,25.5,2206,2828.5,18,1119.5,1435,16,2254.5,2843.5,21.5,2184.5,2449,16,1772.5,2256,15,1067.5,1719.5,14.5,996.5,1524,12.5,895.5,1480.5,10,1156,1665,12.5,1588.5,2271,16.5,2225,2746,20,1489,2062,20,2498,2480,26,2047,2590,26,2027,2368,31,2903,2913,33
"2008-09-334",524,1044,1294,7.5,2075,2565,9,1672,2096,10,1642,2146.5,10,1509.5,1952,9.5,492.5,615.5,6.5,928,1347.5,7.5,1218.5,1375.5,7.5,1008.5,1430,6.5,532.5,988.5,5.5,679.5,1136.5,4.5,558.5,1048.5,4.5,981.5,1431.5,5,872.5,1486.5,6.5,1897,2421,8,1017,1563,9,1965,2158,11,1123,1886,10,989,1682,12,1424,1949,11
"2008-09-335",530,1214.5,1515,9.5,2071,2545,12,1615,2031,11,1012,1319.5,8.5,924.5,1212.5,9,448,574.5,8,942.5,1361,9,1116,1272.5,9,1175.5,1601,10,670.5,1168,8,815.5,1302,8,692,1212,7,974.5,1425.5,8,815,1446.5,8.5,1633,2163,9,873,1430,11,1642,1985,12,1072,1863,10,651,1479,11,1113,1777,12
"2008-09-336",552,892.5,1154.5,12.5,1362,1686,16,1077,1354,13,422.5,542,18,809,1020,11.5,875.5,1131,10,941.5,1335.5,14,1378.5,1509.5,13,738,1122,11,304,687.5,12.5,198,532,10,293.5,682.5,8,1199,1738.5,12,366.5,952.5,14.5,553,1105,20,353,916,18,1666,2049,32,1002,1867,21,412,1367,27,1222,1882,27
"2008-09-337",391,988.5,1243,8,1442,1777,10,1231,1542,11,771,990,7.5,876.5,1123.5,7.5,654.5,824.5,8.5,1085.5,1416.5,7.5,1558.5,1720,10.5,1207.5,1570.5,11,628.5,1074,8.5,450.5,770.5,8.5,490.5,864,5.5,963,1370,7.5,650.5,1111.5,9,1285,1676,11,972,1401,13,2214,2029,18,1139,1642,13,879,1364,18,1763,1926,22
"2008-09-338",486,1389,1709.5,6.5,1928,2379,9,1830,2284,10,1256,1614.5,9,1116.5,1429,8,432,534,7,1192.5,1598,10,1544.5,1702.5,9,1351.5,1789.5,9,584.5,1038,6.5,504,887,7,508,940,6,1082.5,1584,6.5,849.5,1430,9.5,1798,2284,16,564,1054,10,1578,1838,11,927,1679,14,635,1369,18,1577,1969,17
"2008-09-339",506,1128,1468,6.5,1796,2216,8,1682,2093,9,799,1009.5,5.5,1146,1446.5,6.5,131.5,164,5.5,715.5,1077.5,6.5,1282.5,1421,8,1130.5,1532,7.5,247.5,582,6,236.5,560,5,375.5,764.5,4.5,901.5,1354.5,5.5,258.5,779.5,6,596,1102,10,132,638,7,1296,1726,11,921,1726,12,1021,1653,18,1973,2267,17
"2008-09-340",438,681,914.5,6,1156,1426,7,1202,1508,8,413.5,521,5,1031.5,1344,5,68.5,83.5,4.5,920,1258,6,974.5,1048,6,759,1058.5,5.5,407.5,762.5,4.5,209.5,491,4,326,660,3.5,707,1084,4.5,217.5,679.5,6,276,714,7,185,623,6,864,1354,8,893,1556,9,1413,1761,11,1721,1975,11
"2008-09-341",389,1326.5,1689.5,8,1896,2318,10,1999,2518,11,1079.5,1359,7,1352.5,1733,7.5,336.5,440.5,5,1316,1653,8,1458.5,1613,9.5,1327,1659.5,9,574,987,6,471,807,5.5,484.5,871.5,4.5,754.5,1133.5,5.5,424,830.5,5.5,734,1123,8,352,744,8,1358,1540,13,1557,1949,14,2228,2186,19,2469,2370,18
"2008-09-342",516,1085,1424.5,7,1607,1981,7,1482,1860,10,292.5,371.5,5,745.5,900.5,6,171.5,226.5,5,494.5,817.5,5.5,954.5,1063,6,447,749,5.5,150.5,466,4.5,121,411.5,4,229.5,574.5,3.5,428.5,777,5,268,795,5,191,707,7,164,680,6,811,1485,10,702,1569,8,506,1355,10,1137,1756,9
"2008-09-343",575,1053,1296.5,6,1355,1678,7,941,1185,6,457,598.5,4.5,977.5,1253.5,5.5,120.5,161.5,4,944,1368,4.5,843.5,841.5,5.5,340.5,704,4,257,661.5,3.5,391,812,3.5,504.5,987.5,3.5,875,1367,4.5,447.5,1073,3.5,533,1108,5,108,683,5,1690,2120,6,490,1530,6,436,1424,7,975,1750,8
"2008-09-344",578,1294,1620,8,1652,2002,8,1296,1622,8,539.5,699,6.5,1354,1733.5,9,519,665,9.5,1341.5,1815,8,1482.5,1627.5,8.5,632.5,1002,6,271.5,684,6,438,870,6,367,795,7,500.5,895,8.5,621.5,1257,10,920,1498,12,238,820,9,1526,2044,14,703,1692,9,586,1534,20,834,1686,16
"2008-09-345",662,2398,2962.5,8,3125,3782,9,2771,3467,9,1385.5,1785.5,6,2217,2840.5,7,595,813.5,6,1834.5,2394.5,6.5,2033.5,2210,6.5,1374,1872.5,6.5,517,1067,6,511.5,1003.5,6,483.5,1002,5,832.5,1338,5.5,1036,1805,6.5,1304,1966,8,344,1006,7,2487,2754,9,1412,2406,9,972,1922,13,1519,2271,11
"2008-09-346",357,1664,2105,16.5,2153,2621,19,1849,2337,15,1141.5,1479.5,14,1565.5,2012,20.5,750,938.5,16,1172.5,1517,15.5,1018.5,1112.5,16.5,969.5,1215.5,17,767.5,1276,17,942,1377.5,20.5,681,1099.5,15.5,777.5,1123,15,782.5,1198,18,926,1283,22,479,844,20,1787,1757,21,2637,2681,29,2772,2526,28,1652,1812,31
"2008-09-347",371,1842,2320.5,41,2504,3072,49,2378,2999,48,1465.5,1995.5,46,1860.5,2403,44.5,1116.5,1378,43.5,1590.5,1995.5,43,1789.5,2029,50,1621.5,1912.5,45.5,1176.5,1843.5,43.5,1409.5,1967,46,1190,1799.5,40.5,1337.5,1807.5,45,1491.5,1962,50.5,1852,2223,54,1688,2161,58,2041,1917,53,2476,2619,57,2498,2356,59,2674,2469,59
"2008-09-348",408,589.5,724.5,5.5,873,1081,7,493,620,5,140,181.5,3.5,621,768.5,4.5,37.5,54.5,3.5,282.5,523,4,223.5,234.5,4.5,163,387,4,87,328.5,3.5,127.5,374.5,3.5,77,311,3,182.5,410,3.5,182.5,595.5,3.5,206,614,5,92,500,5,952,1367,6,179,954,5,776,1304,8,536,1146,8
"2008-09-349",486,621,776.5,22.5,844,1051,32,609,772,27,419.5,563.5,22.5,790.5,1005.5,25.5,442,561.5,17,717.5,1058.5,13.5,513.5,555.5,16,540.5,846,15,226,563.5,8.5,316.5,662,6.5,294,649.5,6,444.5,774,7,656.5,1199,8.5,362,848,11,303,807,18,942,1520,14,419,1291,17,428,1251,15,374,1218,14
"2008-09-350",666,718.5,938,5,1386,1719,5,858,1078,5,589.5,772,4,955.5,1196.5,4.5,34,50,3.5,311.5,685,4,571,568.5,4.5,231,597.5,4,35.5,384.5,3.5,80.5,440,3.5,33,380.5,3.5,168.5,520,3.5,194,869,4,222,888,5,163,829,5,1288,2072,7,1005,2097,6,388,1578,6,747,1800,7
"2008-09-351",723,1754.5,2318.5,7.5,3381,4161,13,2426,3040,9,1923,2545,8.5,2753.5,3542.5,9.5,307.5,396,7,1175,1704.5,8,2135,2251,11,950.5,1436,7,169,607.5,3.5,266,710,4,178,612.5,3.5,277.5,688.5,4,475.5,1227,5,454,1177,6,328,1051,6,1491,2293,7,1204,2351,7,1222,2214,9,1018,2085,9
"2008-09-352",684,1499.5,1972.5,5,2576,3201,6,1734,2183,6,1080.5,1407,4.5,1912,2418.5,5,3.5,4.5,3.5,416.5,794.5,4,1248,1261.5,5,223.5,611.5,3.5,28.5,385,3,108.5,486,2,40.5,399,2.5,79.5,421.5,1.5,75,763,3.5,87,771,5,44,728,4,691,1768,6,444,1699,7,418,1629,7,362,1590,7
"2008-09-353",601,2394,2957.5,15.5,2800,3412,19,2397,3008,17,1162,1496,8,1892.5,2431,9.5,660,891,7,1737.5,2237,8,1976,2157,10,1162,1610.5,7,312,737,5,257,632,4.5,368.5,800.5,6.5,362,724.5,5,647.5,1277.5,7,1071,1672,13,385,987,8,2429,2584,13,3098,3521,21,1903,2405,14,1187,1949,11
"2008-09-354",526,3268.5,4052.5,16.5,3634,4456,19,3403,4314,17,1777,2260.5,9.5,2546.5,3277.5,14.5,1492.5,1923,16,2167,2709,14.5,2388.5,2634,14,1543.5,1990.5,10,697,1265,10,736.5,1218,7,864,1439,8,906,1356.5,13,1397.5,2008,21.5,1767,2293,13,428,954,7,3648,3140,22,3994,3998,21,3994,3645,24,2826,2869,19
"2008-09-355",513,2595,3237,16.5,3066,3755,21,2861,3625,19,1702.5,2168,13,2043,2602.5,15,1104,1391.5,12.5,1544,1992.5,11,1867,1996,13,1098.5,1487.5,9.5,515.5,1025.5,5.5,673.5,1135.5,8,743.5,1267,7.5,704,1113,5.5,953,1522.5,8,1145,1658,9,729,1255,9,3282,2914,23,3145,3367,26,2550,2666,17,1044,1682,10
"2008-09-356",516,4414,5532.5,51.5,4820,5904,53,4682,5908,52,3208,4193,38,3836,4977.5,47.5,2587,3193.5,37.5,3496.5,4252.5,38,3845,4403.5,39,2997.5,3526,33,1819.5,2835,30.5,1701,2428.5,24,1878,2796,27,2435,3205,34,3482.5,4228,49,2546,3062,28,1145,1721,17,5395,4152,52,5764,5397,54,5894,4921,53,4925,4252,47
"2008-09-357",561,1618,2108,8,2196,2695,7,2192,2740,9,1113,1418.5,7,1740,2219,6.5,447.5,586.5,5,1157.5,1543,6.5,2155.5,2339,9,949.5,1322,7,201,563.5,4,175,507.5,4.5,222,593.5,4.5,332.5,671.5,5,617,1204,11.5,1569,2130,29,918,1532,31,2037,2277,34,2506,3016,46,1600,2159,49,1661,2202,44
"2008-09-358",666,2616,3310,13.5,3205,3919,16,3062,3827,16,1172.5,1507,12,2456.5,3114.5,13.5,540,692,12,1419.5,1850.5,10,2710,2941.5,9.5,1198.5,1690,9,261.5,706.5,5.5,312,735.5,4.5,307,757,5,483,896.5,4.5,679.5,1384.5,5.5,891,1557,8,277,943,7,859,1819,8,814,1952,10,708,1785,12,1336,2175,11
"2008-09-359",534,804.5,1064.5,6,947,1175,6,1420,1780,9,615.5,789,5,750,906.5,5,73.5,96.5,4.5,531.5,812,5.5,1262,1353,7,698.5,1029.5,6,88.5,389,3.5,80,372,4,155,487,3.5,217,513,3.5,117.5,660,4,185,719,5,0,534,0,201,1179,6,191,1216,6,27,1084,7,140,1157,7
"2008-09-360",429,955,1221,6.5,1265,1565,7,1228,1532,7,511.5,649,5,795,1001,5.5,165.5,209.5,5.5,614,854.5,5,933,994.5,5.5,330.5,608.5,5.5,135.5,402.5,4.5,266,569,4.5,256,569,5,270,523.5,4,326.5,771.5,4.5,234,663,7,111,540,6,567,1185,9,252,1050,10,224,999,11,759,1333,12
"2008-09-361",598,2146.5,2748,39,1971,2424,35,2239,2817,39,1483,1984,33.5,1628.5,2084,43,1012,1246,37.5,1645,2139.5,37,1932,2137.5,39,1430,1879,30.5,1130.5,1852.5,29.5,1562,2291,31.5,964,1615.5,16,976,1493,16,1357.5,2066,23.5,1964,2562,43,1396,2061,36,2550,2650,42,2918,3430,51,2177,2598,46,2425,2751,43
"2008-09-362",553,943.5,1217.5,6.5,1082,1349,6,1261,1588,7,651,827,5,478.5,564.5,4,70.5,97.5,4.5,685.5,997,4.5,905.5,950,5.5,399.5,751,5,292,668.5,3.5,263.5,629.5,3.5,432.5,878,4.5,340.5,693,3.5,392,993,4.5,384,937,6,197,750,6,616,1453,6,272,1318,6,698,1527,8,689,1531,8
"2008-09-363",591,596.5,772,6.5,343,424,6,563,703,5,329.5,419.5,5,337.5,452.5,4.5,152.5,191.5,4.5,550,900,5.5,550.5,593,5.5,334,662,5.5,234,615.5,3.5,278,661.5,4,213,590.5,3.5,223,571,3.5,209.5,821,4.5,267,858,5,261,852,6,635,1531,7,199,1336,6,219,1313,8,993,1805,8
"2008-09-364",606,836,1137,5,1129,1415,5,1570,1969,6,712.5,927.5,4.5,835,1026,4.5,296,454,4,924,1349.5,4.5,1521,1622,6,616.5,1059,5,288,725,3.5,245,635,3.5,154.5,519.5,3.5,312.5,668,3.5,343.5,973.5,4,135,741,5,893,1499,7,2442,2610,8,1667,2421,8,1505,2147,9,1624,2207,9
"2008-09-365",616,1467.5,1915,22.5,2165,2685,32,1922,2427,27,882.5,1179,22.5,1315.5,1666.5,25.5,578.5,761,17,1017.5,1476.5,13.5,1562,1716.5,16,1045,1500,15,282.5,710,8.5,270,657,6.5,269,676.5,6,464.5,874.5,7,533,1178,8.5,513,1129,11,949,1591,18,2205,2499,14,1329,2228,17,1339,2095,15,946,1845,14
"2008-09-366",438,1156,1573,37.5,1723,2123,50,1281,1606,41,733,972.5,41,1234.5,1532,41.5,1009.5,1297,34,1571.5,2006.5,35.5,1626,1798,32,1183,1535.5,29,541,982.5,32,491.5,863,19.5,774.5,1286.5,24.5,1171,1643.5,29,1167,1713,38.5,975,1413,40,1202,1672,52,2734,2431,58,2176,2501,43,2074,2210,55,1680,1949,53
"2008-09-367",571,1534,2088.5,31.5,2384,2941,36,1575,1976,27,716.5,943.5,27.5,1630,2053.5,33.5,1115.5,1465.5,33.5,1387,1882,27.5,2047.5,2249.5,28,1504.5,2003.5,21.5,731.5,1321.5,24.5,679.5,1183,12.5,960,1611,20.5,1675,2358,21.5,1605,2299.5,28,2085,2656,37,2456,3066,35,4247,3532,41,1685,2410,38,1695,2231,48,1329,1993,48
"2008-09-368",746,1452.5,1898,11,1828,2268,15,1687,2117,13,1041.5,1369.5,8.5,2290,2942.5,11.5,699,927,9,1540.5,2152,9.5,2458.5,2616,9.5,1096.5,1649.5,8.5,471.5,1050,7.5,596.5,1146,9,637,1249.5,8,629.5,1135.5,10.5,1194.5,2020.5,12.5,601,1347,12,710,1472,11,2292,2817,21,1628,2726,24,1583,2522,27,1097,2210,28
"2008-09-369",719,1821.5,2434.5,11,2713,3355,15,2093,2620,13,1446.5,1873,8.5,2226,2837.5,10,403,560.5,8,1217,1772.5,8,2329,2480,8.5,735.5,1276,7,220,671.5,4,322.5,793,4,179,612,4,337,752.5,4.5,550.5,1290,5,247,966,6,536,1255,6,1725,2399,10,675,1946,7,389,1679,9,261,1603,10
"2008-09-370",467,1326.5,1786,9.5,2190,2677,11,2037,2539,10,904.5,1181,8,1629.5,2110.5,12,457.5,602,11.5,985,1357,9.5,1729,1899.5,10,924.5,1335,8,463,891,8.5,812,1305.5,8.5,479.5,899.5,10,510.5,844,11.5,910,1427.5,15,615,1082,16,778,1253,14,2532,2366,19,1022,1703,18,1017,1584,27,892,1504,22
"2008-09-371",436,2352,3044,50,3372,4104,58,2931,3665,55,2327,3115,52,2906.5,3751.5,55,1864,2313,45,2265,2814.5,45.5,2459.5,2746,41,2075.5,2492.5,38.5,1539,2359,40,1265,1845,27,1584,2379.5,34,1752.5,2338.5,35.5,2385.5,3002,44.5,2272,2708,51,2638,3190,58,3731,2995,58,3257,3347,57,3232,2959,57,3121,2882,60
"2008-09-372",624,2515,3180.5,12.5,3478,4235,17,2911,3636,15,1708.5,2208,10,2682.5,3442.5,14.5,739.5,977,6.5,1611.5,2132,7,2459.5,2679.5,9,1522,2077.5,5.5,306.5,759,4,365,803,3.5,337.5,782,3.5,533.5,945.5,3.5,697,1375,5,495,1119,5,580,1204,6,2174,2505,9,1068,2059,12,1800,2394,13,805,1757,12
"2008-09-373",693,2593,3217.5,6.5,3111,3788,7,2727,3397,6,1343,1695,5.5,2229,2797.5,5,41.5,50.5,3.5,1092.5,1564,4.5,1758.5,1828.5,5.5,701.5,1189.5,4.5,21,375,2.5,221,640,3.5,148,551.5,3,266,654,3.5,429,1154,4.5,25,718,5,46,739,4,2063,2578,7,597,1831,7,1389,2254,7,305,1573,6
"2008-09-374",558,2895.5,3521.5,13.5,3119,3785,14,2748,3424,12,1425,1834,7,2218,2844,9,730.5,918,6,1756.5,2246.5,9,2145.5,2359,11.5,1233,1681.5,7.5,338,768.5,4.5,1043.5,1649,6,663,1196,4.5,419.5,776.5,4.5,475.5,1060,5,387,945,6,397,955,7,2547,2554,9,1248,2065,9,1585,2105,10,931,1707,11
"2008-09-375",489,1698.5,2142.5,9,2064,2524,8,1855,2309,8,918,1178,5,1566,2002.5,6,536.5,693.5,5,1094.5,1471,5,1358.5,1429,6.5,762.5,1115,5.5,296,676,4.5,645.5,1096.5,5,311,677,4,473.5,825,4.5,447.5,973,4.5,525,1014,6,623,1112,7,1643,1919,9,1218,1897,8,1361,1834,11,701,1417,10
"2008-09-376",564,2934.5,3674,38.5,3201,3897,36,2912,3640,30,1597,2046.5,29.5,2418,3088.5,31,1198.5,1489,31.5,1944.5,2492,28.5,2442,2689.5,27.5,1453,1896,28,940.5,1588,31.5,998.5,1575,23,1013.5,1668.5,21.5,1938,2650.5,29,2189,2930,39.5,1686,2250,31,1335,1938,32,3586,3209,39,3093,3466,45,4345,3935,44,3002,3065,49
"2008-09-377",687,2589.5,3288,13.5,3331,4077,16,3167,3949,16,1415.5,1800,12,2360,2934.5,13.5,406,512.5,12,1201.5,1648.5,10,2630.5,2824.5,9.5,824,1265.5,9,239,682.5,5.5,442,918.5,4.5,860,1522,6.5,1863.5,2644.5,8,1850.5,2715.5,8,1759,2446,8,483,1170,7,3305,3237,16,3272,3791,17,3748,3749,16,2850,3196,11
"2008-09-378",655,2245,2819.5,14,2763,3388,16,2590,3241,16,836,1073.5,7,1774.5,2265,8.5,514.5,652,7,937.5,1352.5,8,1520,1606.5,9,1057.5,1473.5,8,375.5,888,6,386.5,833.5,5.5,298,731.5,5.5,444,858.5,5,300,974,5.5,345,1000,7,323,978,7,2227,2571,15,2660,3326,18,2650,2973,16,1404,2198,13
"2008-09-379",716,2253.5,2834,21.5,2988,3669,23,2620,3287,25,2085,2675.5,23,2300,2939,20.5,1059,1353.5,17,1330.5,1863,20,1800,1912.5,15.5,1283.5,1777.5,20.5,460.5,1027,16.5,761.5,1350.5,16.5,440,958.5,11.5,571.5,1050.5,19.5,526.5,1278.5,18,478,1194,16,593,1314,17,1600,2343,22,945,2157,29,1184,2180,20,573,1802,25
"2008-09-380",368,3399,4267,52.5,3692,4504,57,4049,5097,56,3504.5,4733,54,3490.5,4498,55.5,3162.5,3873,55.5,3651,4368,54,3799.5,4382.5,56.5,3660.5,4108,52.5,3155,4510.5,55,3355,4398.5,55,2872,4060,48.5,3028.5,3859.5,52.5,3382,3981.5,55,3847,4215,56,3591,4143,61,5511,3918,58,5486,4899,59,5337,4237,60,5496,4329,61
"2008-09-381",566,2465.5,3025.5,11,2700,3278,10,2522,3124,11,1607.5,2042,9,2386.5,3061,14,2190,2724.5,14.5,2350,2915,12.5,2562.5,2840.5,15,1662,2121,11.5,1022,1722.5,12.5,1058.5,1645.5,11,918.5,1534,13.5,1112.5,1642,13.5,1299.5,1939.5,17.5,1421,1987,22,1252,1838,15,3249,3034,22,3400,3709,24,3471,3413,29,2214,2594,26
"2008-09-382",657,1907,2408,8.5,2369,2941,9,2445,3070,10,1616,2098.5,9,2301.5,2954,8.5,1173.5,1494.5,8.5,1442.5,1956.5,10,1698,1806,11.5,1125.5,1556.5,8.5,859.5,1563.5,9,822,1378,7,681,1268,5.5,833.5,1352.5,5.5,971,1683,9.5,1334,1991,12,851,1512,8,2211,2598,21,2624,3305,25,2491,2944,30,1774,2473,27
"2008-09-383",1706,2029.5,2482,7,1936,2397,8,3042,3806,10,2206,2835,8,2671,3444.5,7.5,1396,1790,6.5,3116.5,4360,9,3335.5,3611.5,9,1982,3037,9,1125,2558.5,6.5,1157.5,2376.5,7,701,1824,5.5,690,1693,5.5,1869,3717,6.5,2624,4330,9,638,2345,8,4918,6215,16,4415,6716,19,6102,7243,20,3974,5912,20
"2008-09-384",485,3117.5,3872.5,15.5,3066,3734,16,3037,3853,17,2614.5,3496.5,15.5,3001.5,3900.5,17,2545.5,3125.5,20,2664,3265.5,20,2894.5,3287.5,20.5,1946,2407.5,14,1179,1922.5,14,1106.5,1679.5,10.5,1008.5,1630.5,12.5,1105,1598,15,1517.5,2138.5,18,1841,2326,19,2654,3227,17,3274,2859,29,1998,2490,23,2850,2829,35,2252,2443,28
"2008-09-385",431,2859,3528.5,45.5,2875,3511,49,2575,3238,46,2091.5,2749,41,2512.5,3260,47,2636,3235,51,2616.5,3193.5,52,2652,3024,53,2054.5,2484,46,1531.5,2393.5,47,1470.5,2116.5,47,1460.5,2207.5,51.5,1560.5,2103,51.5,1758.5,2354.5,52,2067,2498,56,2326,2809,61,3068,2608,61,2386,2672,59,3271,2950,62,2310,2349,62
"2008-09-386",331,5725,6815,63,5824,6779,63,5757,6856,63,5104,6400.5,63,5686,6862.5,62.5,6183,7089.5,62.5,6198,7036.5,63,6366,7114,63,5483.5,5880,62.5,5322,6724,63,5182,6250.5,63,5385.5,6708,62,5529,6455,63,5905.5,6497,62.5,6517,6842,63,6245,6774,63,7305,4760,63,7286,6167,63,8390,6083,63,7808,5700,63
"2008-09-387",258,5376,6397,63,6124,7124,63,6060,7247,63,5626.5,7076,62.5,5486.5,6614.5,62.5,5694,6527.5,62.5,6054.5,6823,63,5914.5,6615,63,5224,5614,62.5,4970,6152,63,4852,5811.5,63,4581.5,5677.5,62,5084.5,5866.5,63,5426.5,5896,62.5,5643,5898,63,6072,6516,63,7317,4580,63,6155,5155,63,7391,5275,63,7139,5106,63
"2008-09-388",39,1710,2007,63,1800,2069,63,1693,1993,62,1631.5,2041,62,1813,2118.5,62,1918.5,2142,62.5,1940.5,2131,63,1989.5,2201,63,1775,1871,62,1857.5,2207,63,1781.5,2088,62.5,1870.5,2190.5,62,1966.5,2203.5,63,2027.5,2138.5,61.5,2072,2111,62,2167,2255,63,2308,1333,63,2175,1719,63,2389,1595,63,2340,1562,63
"2008-09-389",9,547,567,63,554,567,63,556,567,63,549.5,567,63,548.5,566,62.5,543.5,558,62,543.5,567,63,553.5,567,63,553.5,547.5,63,551.5,567,63,552,567,62.5,542,567,62,544,565.5,63,526,532,62.5,547,553,63,558,567,63,552,318,63,563,440,63,559,373,63,561,374,63
"2008-09-390",68,3805.5,4068.5,63,3884,4081,63,3944,4157,63,3815.5,4098,63,3803.5,4083,62.5,3811,4005.5,62.5,3888,4060.5,63,3935.5,4101.5,63,3899.5,3908,63,3854.5,4104.5,63,3909,4119,63,3793.5,4125,62,3841.5,4037,63,3772.5,3821.5,62.5,3946,3996,63,4028,4103,63,4015,2317,63,4135,3239,63,4109,2746,63,4123,2754,63
"2008-09-391",348,2008,2455,9.5,2449,3017,11,2606,3311,13,2314.5,3093.5,12,2383,3099.5,12.5,1987,2437.5,14,2220,2721.5,13.5,2376.5,2721,14.5,1506,1855,9,1101.5,1771,7,942.5,1401.5,7,977,1511,6,921.5,1319,5.5,1245.5,1709.5,7.5,924,1272,7,1129,1477,7,2008,1824,10,1534,1853,10,2622,2375,16,1787,1838,14
"2008-09-392",560,2975,3760,37,3466,4210,43,3022,3773,33,2696.5,3551,37,3346,4340,44,1835.5,2297,36.5,2666.5,3331.5,36,3014.5,3390,32.5,1938,2495.5,30,1309,2108.5,32.5,1403,2099.5,37,1560.5,2415,33.5,1710,2340.5,42.5,2138,2856,48.5,1693,2253,44,2202,2831,47,3576,3161,55,2844,3255,47,3495,3374,56,2470,2719,55
"2008-09-393",438,2822.5,3489.5,17.5,3135,3848,22,2890,3669,19,2570,3378.5,19,2976.5,3862,24,1792.5,2247,13.5,2278,2809,17,2499,2846,19,1865,2300,11.5,1245,2018.5,10,1218.5,1796.5,11,1345.5,2058.5,11.5,1410,1946.5,15.5,1971.5,2560,22,1653,2091,20,1396,1878,18,3310,2816,25,2804,2986,24,3254,3021,29,2795,2709,27
"2008-09-394",270,1879,2368.5,16,2048,2520,18,1880,2370,15,1841.5,2456,15,2240,2927,21.5,1488,1851,14,1781,2171.5,17,1958,2248.5,18,1331.5,1601,12.5,1064.5,1633.5,10,997,1397.5,10.5,1173,1722,12,1323.5,1750.5,15,1600.5,1979.5,21,1726,1996,19,1685,2030,23,2487,1998,31,2120,2162,25,2601,2263,28,2595,2256,26
"2008-09-395",1923,3121,3798.5,29.5,3457,4248,33,3406,4310,34,2955,3921,33.5,3266.5,4189.5,25,2380.5,2963.5,30,3007,4385,29,3459.5,3921,26.5,3007,4265.5,30,2552.5,4573,23.5,2647,4360,24.5,2354,4155,20.5,2545,4071.5,23.5,2960,5111.5,27.5,2769,4692,32,2452,4451,35,5760,7180,44,4631,7347,36,5523,7442,46,5188,7190,43
"2008-09-396",394,2823.5,3480,55.5,3156,3857,56,3125,3941,55,2739,3662.5,55,2631,3352.5,56.5,2386.5,2962.5,54.5,2859,3474.5,55.5,2892.5,3323.5,56,2824.5,3270.5,53,2304,3384,54,2385,3222,52.5,2045,2965,43.5,2156.5,2823.5,49.5,2392,3004.5,54,2167,2561,56,2502,3020,60,3938,3032,59,3135,3161,60,3588,3097,61,3474,3029,62
"2008-09-397",962,3165.5,3914.5,54,3479,4267,56,3754,4720,55,3217,4278,55,3225,4149.5,53.5,2492.5,3077.5,53.5,3326.5,4239.5,54.5,3391.5,3826.5,56,3117,3893,53,1704,2874.5,53,1933,2938.5,52.5,1627,2702,43,1551,2385,49,1973,3115,52,1720,2682,55,2236,3289,60,3478,3896,59,3146,4307,59,3202,3975,61,3147,3949,61
"2008-09-398",545,3012.5,3692.5,20.5,3117,3822,21,3561,4502,22,3142,4155,18,3128.5,4051.5,20.5,2140,2644,11.5,2654,3245.5,15,2904.5,3259.5,19,2197.5,2720,14,1248.5,2073.5,8.5,1306.5,1973,12,1109.5,1792.5,10,1216,1776,10,1620.5,2317.5,11,1304,1849,13,1251,1821,15,2889,2746,19,2009,2618,20,2825,2894,23,1956,2349,20
"2008-09-399",2007,2123,2552,34.5,2177,2689,42,2928,3686,38,2380.5,3145.5,33.5,2582,3301.5,36.5,1383,1718,37,2639.5,3959.5,39.5,2702,2957,37,2358,3627,34.5,785,2123,31.5,1160.5,2509.5,31,854,2173.5,27.5,1183,2450.5,33.5,1721,3906,37,1097,3104,39,1823,3882,46,3982,6300,53,3259,6491,41,3262,6096,52,3282,6108,53
"2008-09-400",1546,956.5,1207,23.5,1327,1641,27,1274,1612,24,960,1284,24,1676.5,2167,26.5,963.5,1175.5,26.5,1542,2558.5,25,1523,1666,24.5,1108,2017,22,701,1739.5,21,779.5,1767.5,17,696,1712,15,703.5,1642.5,12,1054,2669.5,17,742,2288,14,631,2205,14,2232,4384,33,2345,4891,42,2690,4819,40,2193,4507,39
"2008-09-401",2498,1494.5,1883.5,23.5,1762,2173,27,1774,2257,28,1410.5,1909.5,26,1796,2365,26.5,1630.5,1974,27,2001.5,3530.5,28.5,2025,2274,30,2063,3452,34,1482.5,3306.5,30.5,1687.5,3388,32.5,1562.5,3354,25.5,1441,3008,25.5,2104,4733,28.5,1972,4470,36,2784,5398,47,6216,8556,58,7111,10408,58,5690,8692,55,5811,8779,56
